stock_code,description,units_sold,sales_value,units_cancelled,cancelled_value,cancelled_orders,cancellation_rate
21061,PARTY INVITES FOOTBALL,488,451.7,0,0,0,0
21062,PARTY INVITES SPACEMAN,538,457.38,0,0,0,0
21063,PARTY INVITES JAZZ HEARTS,528,458.30999999999995,0,0,0,0
21064,BOOM BOX SPEAKER BOYS,296,1281.2,0,0,0,0
21065,BOOM BOX SPEAKER GIRLS,562,1160.58,0,0,0,0
21066,VINTAGE RED MUG,702,693.47,12,15,1,0.01680672268907563
21067,VINTAGE RED TEATIME MUG,294,479.77,27,29.380000000000003,3,0.08411214953271028
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1638,1890.3300000000002,42,45.660000000000004,3,0.025
21069,VINTAGE BILLBOARD TEA MUG,1248,1507.46,701,743.0600000000001,1,0.35967162647511547
21070,VINTAGE BILLBOARD MUG,1106,1184.98,0,0,0,0
21071,VINTAGE BILLBOARD DRINK ME MUG,985,1373.92,6,6.36,1,0.006054490413723511
21078,SET/20 STRAWBERRY PAPER NAPKINS,2769,2531.04,0,0,0,0
21080,SET/20 RED RETROSPOT PAPER NAPKINS,13190,11302.36,17,14.45,2,0.001287196183841902
21082,SET/20 FRUIT SALAD PAPER NAPKINS,88,143.44,0,0,0,0
21084,SET/6 COLLAGE PAPER CUPS,2586,768.58,24,4.5600000000000005,1,0.009195402298850575
21086,SET/6 RED SPOTTY PAPER CUPS,7121,4851.5,0,0,0,0
21087,SET/6 POSIES PAPER CUPS,141,74.57000000000001,0,0,0,0
21088,SET/6 FRUIT SALAD PAPER CUPS,1678,428.28000000000003,12,2.2800000000000002,1,0.007100591715976331
21089,SET/6 GREEN SPRING PAPER CUPS,233,48.99,0,0,0,0
21090,SET/6 COLLAGE PAPER PLATES,2377,1260.1499999999999,36,14.04,3,0.014919187733112309
21094,SET/6 RED SPOTTY PAPER PLATES,8758,6933.259999999999,0,0,0,0
21095,SET/6 POSIES PAPER PLATES,125,118.72999999999999,0,0,0,0
21096,SET/6 FRUIT SALAD  PAPER PLATES,1259,581.0899999999999,0,0,0,0
21098,CHRISTMAS TOILET ROLL,3719,5078.76,39,41.910000000000004,2,0.010377860564129857
21100,CHARLIE AND LOLA CHARLOTTE BAG,65,162.21,0,0,0,0
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,237,702.51,0,0,0,0
21107,CREAM SLICE FLANNEL PINK SPOT,901,2492.71,0,0,0,0
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,7091,11464.86,3150,6591.420000000001,3,0.30758714969241285
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,925,2661.67,0,0,0,0
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",11,101.53,0,0,0,0
21110,LARGE CAKE TOWEL PINK SPOTS,1105,3815.7,2,13.5,1,0.0018066847335140017
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",900,1651.02,0,0,0,0
21112,SWISS ROLL TOWEL PINK  SPOTS,706,1913.69,0,0,0,0
21112,"SWISS ROLL TOWEL, PINK  SPOTS",653,971.44,0,0,0,0
21114,LAVENDER SCENTED FABRIC HEART,1331,1765.58,10,12.5,1,0.007457121551081283
21115,ROSE CARAVAN DOORSTOP,562,3162.2400000000002,0,0,0,0
21116,OWL DOORSTOP,695,4051.79,0,0,0,0
21117,BLOND DOLL DOORSTOP,109,141.75,0,0,0,0
21120,*Boombox Ipod Classic,1,16.98,0,0,0,0
21121,SET/10 RED POLKADOT PARTY CANDLES,6534,7908.85,72,90,3,0.010899182561307902
21122,SET/10 PINK POLKADOT PARTY CANDLES,5277,6428.54,49,61.25,3,0.009200150206533985
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1119,1350.84,24,30,1,0.02099737532808399
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3963,4803.05,49,61.25,3,0.012213359920239282
21125,SET 6 FOOTBALL CELEBRATION CANDLES,656,829.73,2,2.5,2,0.00303951367781155
21126,SET OF 6 GIRLS CELEBRATION CANDLES,592,748.95,0,0,0,0
21128,GOLD FISHING GNOME,68,546.6,0,0,0,0
21129,SILVER FISHING GNOME,52,419.52000000000004,2,13.9,1,0.037037037037037035
21131,GOLD STANDING GNOME,106,398.02,0,0,0,0
21132,SILVER STANDING GNOME,44,217.35999999999999,0,0,0,0
21135,VICTORIAN  METAL POSTCARD SPRING,2573,3077.2799999999997,296,128.72,3,0.10317183687696062
21136,PAINTED METAL PEARS ASSORTED,4679,7779.62,9,15.209999999999999,2,0.0019197952218430034
21137,BLACK RECORD COVER FRAME,11639,40588.38,15,55.17,5,0.0012871117212974086
21143,ANTIQUE GLASS HEART DECORATION,327,707.23,2,3.9,2,0.0060790273556231
21144,PINK POODLE HANGING DECORATION,5,16.8,12,4.5600000000000005,1,0.7058823529411765
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,0,0,0,0
21147,JINGLE BELLS TREE DECORATION,203,415.77,0,0,0,0
21154,RED RETROSPOT OVEN GLOVE,3824,6096.01,212,227,4,0.05252725470763132
21155,RED RETROSPOT PEG BAG,3128,9232.85,238,510.6,13,0.0707070707070707
21156,RETROSPOT CHILDRENS APRON,3154,6059.9,39,76.05,8,0.012214218603194488
21157,RED RETROSPOT WASHBAG,78,225.5,0,0,0,0
21158,MOODY GIRL DOOR HANGER,1445,772.51,24,9.36,1,0.016337644656228726
21159,MOODY BOY  DOOR HANGER,1126,601.79,0,0,0,0
21160,KEEP OUT GIRLS DOOR HANGER,1,3.36,0,0,0,0
21161,KEEP OUT BOYS DOOR HANGER,143,229.92,0,0,0,0
21162,TOXIC AREA  DOOR HANGER,1462,792.98,0,0,0,0
21163,DO NOT TOUCH MY STUFF DOOR HANGER,1196,680.55,1,1.25,1,8.35421888053467e-4
21164,HOME SWEET HOME METAL SIGN,1760,5138.280000000001,6,17.700000000000003,1,0.0033975084937712344
21165,BEWARE OF THE CAT METAL SIGN,4142,6915.42,12,20.28,1,0.002888781896966779
21166,COOK WITH WINE METAL SIGN,10264,20768.36,87,161.1,11,0.008404985025601391
21167,WHITE SAGE INCENSE,1432,337.14,50,10.5,1,0.033738191632928474
21169,YOU'RE CONFUSING ME METAL SIGN,4401,7281.49,18,29.220000000000002,5,0.004073319755600814
21171,BATHROOM METAL SIGN,438,613.14,0,0,0,0
21172,PARTY METAL SIGN,3473,5321.23,13,18.849999999999998,2,0.0037292025243832474
21174,POTTERING IN THE SHED METAL SIGN,4175,9405.76,0,0,0,0
21175,GIN + TONIC DIET METAL SIGN,9685,22031.27,2030,3775.33,7,0.17328211694408877
21175,GIN AND TONIC DIET METAL SIGN,498,1237.5,0,0,0,0
21179,NO JUNK MAIL METAL SIGN,1940,1313.79,12,4.68,1,0.006147540983606557
21181,PLEASE ONE PERSON METAL SIGN,12202,25086.280000000002,87,169.70000000000002,10,0.007079501993652861
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2,6.72,0,0,0,0
21187,WHITE BELL HONEYCOMB PAPER GARLAND,369,648.4499999999999,0,0,0,0
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,326,1021.9000000000001,0,0,0,0
21189,WHITE HONEYCOMB PAPER GARLAND,355,888.67,0,0,0,0
21190,PINK HEARTS PAPER GARLAND,118,172.7,50,72.5,1,0.2976190476190476
21191,LARGE WHITE HONEYCOMB PAPER BELL,562,1451.82,0,0,0,0
21192,WHITE BELL HONEYCOMB PAPER,1092,1923.29,0,0,0,0
21194,PINK  HONEYCOMB PAPER FAN,498,555.97,10,6.5,3,0.01968503937007874
21195,PINK  HONEYCOMB PAPER BALL,693,1308.56,0,0,0,0
21196,ROUND WHITE CONFETTI IN TUBE,108,189.67999999999998,0,0,0,0
21197,MULTICOLOUR  CONFETTI IN TUBE,284,382.96,21,34.65,1,0.06885245901639345
21198,WHITE HEART CONFETTI IN TUBE,956,947.06,72,59.75999999999999,2,0.07003891050583658
21199,PINK  HEART CONFETTI IN TUBE,918,868.17,48,20.16,1,0.049689440993788817
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1119,1531.1399999999999,0,0,0,0
21201,TROPICAL  HONEYCOMB PAPER GARLAND,1240,2987.82,1,2.55,1,8.058017727639e-4
21202,DOLLY HONEYCOMB GARLAND,474,485.46,0,0,0,0
21204,DAISIES  HONEYCOMB GARLAND,499,868.4399999999999,0,0,0,0
21205,MULTICOLOUR 3D BALLS GARLAND,241,646.5899999999999,20,51,3,0.07662835249042145
21206,STRAWBERRY HONEYCOMB  GARLAND,1290,1610.9199999999998,2,3.3,1,0.0015479876160990713
21207,SKULL AND CROSSBONES  GARLAND,1067,1684.85,0,0,0,0
21208,PASTEL COLOUR HONEYCOMB FAN,940,697.77,41,15.989999999999998,4,0.0417940876656473
21209,MULTICOLOUR HONEYCOMB FAN,1224,886.24,19,8.33,5,0.015285599356395816
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5687,8212.14,133,173.65,5,0.022852233676975944
21211,SET OF 72 SKULL PAPER  DOILIES,883,1270.07,0,0,0,0
21212,PACK OF 72 RETROSPOT CAKE CASES,36204,21140.850000000002,380,199.38000000000002,14,0.0103870544500328
21213,PACK OF 72 SKULL CAKE CASES,15121,8388.19,48,26.400000000000002,1,0.0031643483420133165
21215,IVORY PAPER CUP CAKE CASES,1087,744.35,0,0,0,0
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2124,11363.01,16,78.5,10,0.007476635514018692
21217,RED RETROSPOT ROUND CAKE TINS,1085,11492.59,9,89.55,7,0.008226691042047532
21218,RED SPOTTY BISCUIT TIN,2409,10038.49,49,165.25,11,0.019934906427990236
21219,SET/4 BADGES BALLOON GIRL,448,561.84,0,0,0,0
21220,SET/4 BADGES DOGS,338,445.01,0,0,0,0
21221,SET/4 BADGES CUTE CREATURES,261,340.21999999999997,0,0,0,0
21222,SET/4 BADGES BEETLES,265,348.19,0,0,0,0
21224,SET/4 SKULL BADGES,902,1065,12,15,2,0.01312910284463895
21226,POCKET MIRROR WOODLAND,93,80.55,0,0,0,0
21228,"POCKET MIRROR ""GLAMOROUS""",5,6.25,0,0,0,0
21231,SWEETHEART CERAMIC TRINKET BOX,5982,7527.280000000001,157,188.08,27,0.025574197752076887
21232,STRAWBERRY CERAMIC TRINKET BOX,10389,14012.58,362,414.5,52,0.03367128639196354
21232,STRAWBERRY CERAMIC TRINKET POT,1369,2131.2200000000003,22,27.5,5,0.015815959741193385
21238,RED RETROSPOT CUP,3949,3471.44,51,43.22,9,0.01275
21239,PINK  POLKADOT CUP,2996,2690.34,21,17.85,2,0.0069605568445475635
21240,BLUE POLKADOT CUP,3550,3093.2599999999998,36,30.34,5,0.010039040713887339
21242,RED RETROSPOT PLATE,3351,5662.53,35,59.15,4,0.010336680448907265
21243,PINK  POLKADOT PLATE,2057,3436.08,8,13.52,1,0.00387409200968523
21243,PINK POLKADOT PLATE,220,377.56,0,0,0,0
21244,BLUE POLKADOT PLATE,2277,3780.87,15,25.349999999999998,3,0.006544502617801047
21245,GREEN POLKADOT PLATE,1075,1787.2,0,0,0,0
21246,RED RETROSPOT BIG BOWL,286,1336.78,2,9.9,2,0.006944444444444444
21248,DOOR HANGER  MUM + DADS ROOM,205,330.71999999999997,1,1.45,1,0.0048543689320388345
21249,WOODLAND  HEIGHT CHART STICKERS,724,2160,0,0,0,0
21250,SET OF SKULL WALL STICKERS,95,274.37,0,0,0,0
21251,DINOSAUR HEIGHT CHART STICKER SET,182,568.98,0,0,0,0
21253,SET OF PICTURE FRAME  STICKERS,134,590.4200000000001,0,0,0,0
21257,VICTORIAN SEWING BOX MEDIUM,686,6885.5199999999995,12,88.4,5,0.017191977077363897
21258,VICTORIAN SEWING BOX LARGE,531,7662.05,61,679.7499999999999,18,0.10304054054054054
21259,VICTORIAN SEWING BOX SMALL,1172,7035.55,16,92.2,8,0.013468013468013467
21260,FIRST AID TIN,1121,3592.23,43,139.75,2,0.036941580756013746
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,187,672.09,0,0,0,0
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,332,1233.21,5,56.75,3,0.01483679525222552
21263,GREEN GOOSE FEATHER TREE 60CM,165,345.27,2,3.9,1,0.011976047904191617
21264,WHITE GOOSE FEATHER TREE 60CM,281,567.75,8,15.6,2,0.02768166089965398
21265,PINK GOOSE FEATHER TREE 60CM,131,267.21,0,0,0,0
21268,VINTAGE BLUE TINSEL REEL,2,0.84,0,0,0,0
21269,ANTIQUE CREAM CUTLERY SHELF,29,254.98,0,0,0,0
21270,ANTIQUE CREAM CUTLERY CUPBOARD,50,530.19,0,0,0,0
21272,SALLE DE BAIN HOOK,548,777.57,2,2.5,2,0.0036363636363636364
21275,ZINC TOP  2 DOOR WOODEN SHELF,12,253.13,5,76.75,2,0.29411764705882354
21277,FRENCH STYLE EMBOSSED HEART CABINET,24,527.53,2,43.9,2,0.07692307692307693
21278,VINTAGE KITCHEN PRINT PUDDINGS,31,79.05,0,0,0,0
21279,VINTAGE KITCHEN PRINT FRUITS,85,266.15,3,7.6499999999999995,1,0.03409090909090909
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,165.75,0,0,0,0
21281,VINTAGE KITCHEN PRINT SEAFOOD,43,129.63,0,0,0,0
21284,RETROSPOT CANDLE  SMALL,403,374.49,36,30.36,2,0.08200455580865604
21285,RETROSPOT CANDLE  MEDIUM,365,413.88,24,15.600000000000001,1,0.061696658097686374
21286,RETROSPOT CANDLE  LARGE,273,362.12,0,0,0,0
21287,SCENTED VELVET LOUNGE CANDLE,1790,760.15,0,0,0,0
21288,STRIPEY CHOCOLATE NESTING BOXES,331,1000.21,24,61.199999999999996,1,0.0676056338028169
21289,LARGE STRIPES CHOCOLATE GIFT BAG,567,708.75,20,25,2,0.034071550255536626
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,943,819.64,0,0,0,0
21292,SMALL STRIPES CHOCOLATE GIFT BAG,867,594.51,0,0,0,0
21293,MIRRORED DOVE WALL DECORATION,116,276.72,0,0,0,0
21294,ETCHED GLASS COASTER,1618,825.49,0,0,0,0
21306,SET/4 DAISY MIRROR MAGNETS,493,190.64,19,7.32,2,0.037109375
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79,39.199999999999996,0,0,0,0
21310,CAPIZ CHANDELIER,1,29.95,0,0,0,0
21311,SET/4 BIRD MIRROR MAGNETS,459,181.32999999999998,27,7.83,2,0.05555555555555555
21313,GLASS HEART T-LIGHT HOLDER,3320,2893.1299999999997,31,23.62,10,0.00925096985974336
21314,SMALL GLASS HEART TRINKET POT,4236,9780.480000000001,139,270.15000000000003,40,0.03177142857142857
21316,SMALL CHUNKY GLASS ROMAN  BOWL,158,211.78000000000003,1,2.95,1,0.006289308176100629
21317,GLASS SPHERE CANDLE STAND MEDIUM,111,684.08,1,4.95,1,0.008928571428571428
21318,GLASS CHALICE BLUE SMALL,694,421.78,17,16.709999999999997,5,0.02390998593530239
21319,GLASS CHALICE GREEN  SMALL,161,175.78,1,1.65,1,0.006172839506172839
21320,GLASS CHALICE GREEN  LARGE,197,364.22,7,14.700000000000001,1,0.03431372549019608
21324,HANGING MEDINA LANTERN SMALL,81,259.67,0,0,0,0
21326,AGED GLASS SILVER T-LIGHT HOLDER,10535,6859.27,21,13.65,5,0.001989389920424403
21327,SKULLS WRITING SET,864,1484.1299999999999,0,0,0,0
21328,BALLOONS  WRITING SET,1337,2410.43,0,0,0,0
21329,DINOSAURS  WRITING SET,941,1723.6899999999998,0,0,0,0
21331,MOROCCAN BEATEN METAL DISH LARGE,12,165.74,0,0,0,0
21332,MOROCCAN BEATEN METAL MIRROR,19,268.1,0,0,0,0
21333,CLASSIC WHITE FRAME,56,168.16000000000003,0,0,0,0
21336,GOLD WASHBAG,27,54.57,0,0,0,0
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,952,11054.369999999999,28,298.2,7,0.02857142857142857
21344,MOROCCAN BEATEN METAL DISH,15,160.09,3,29.849999999999998,1,0.16666666666666666
21348,PINK SPOTS CHOCOLATE NESTING BOXES,140,361.55999999999995,0,0,0,0
21349,IVY HEART WREATH,14,128.6,4,27,1,0.2222222222222222
21351,CINAMMON & ORANGE WREATH,104,672.88,7,47.25,2,0.06306306306306306
21352,EUCALYPTUS & PINECONE  WREATH,372,1470.7600000000002,9,60.75,2,0.023622047244094488
21354,TOAST ITS - BEST MUM,799,1007.71,0,0,0,0
21355,TOAST ITS - I LOVE YOU,789,992.58,0,0,0,0
21356,TOAST ITS - FAIRY FLOWER,642,703.3,0,0,0,0
21357,TOAST ITS - DINOSAUR,19,23.75,0,0,0,0
21358,TOAST ITS - HAPPY BIRTHDAY,411,493.29,0,0,0,0
21359,RELAX LARGE WOOD LETTERS,129,844.28,2,7.9,2,0.015267175572519083
21360,JOY LARGE WOOD LETTERS,39,236.17000000000002,0,0,0,0
21361,LOVE LARGE WOOD LETTERS,104,1480.46,4,51,2,0.037037037037037035
21363,HOME SMALL WOOD LETTERS,233,1354.44,14,69.30000000000001,6,0.05668016194331984
21364,PEACE SMALL WOOD LETTERS,29,216.21,1,6.75,1,0.03333333333333333
21365,MIRRORED WALL ART STARS,363,447.09000000000003,0,0,0,0
21366,MIRRORED WALL ART PHOTO FRAMES,89,470.17,0,0,0,0
21367,MIRRORED WALL ART GENTS,171,199.49,0,0,0,0
21368,MIRRORED WALL ART LADIES,163,143.28,0,0,0,0
21369,MIRRORED WALL ART SPLODGES,101,161.49,0,0,0,0
21370,MIRRORED WALL ART FOXY,16,100.66,0,0,0,0
21371,MIRRORED WALL ART POPPIES,287,319.71,0,0,0,0
21372,MIRRORED WALL ART TABLE LAMP,75,107.75,0,0,0,0
21373,MIRRORED WALL ART SNOWFLAKES,500,380.04,12,9,1,0.0234375
21374,MIRRORED WALL ART SKULLS,304,463.79,0,0,0,0
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,41,312.77,0,0,0,0
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,33,192.81,0,0,0,0
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,121,215.67999999999998,0,0,0,0
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,142,217.89,0,0,0,0
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,178,246.82999999999998,0,0,0,0
21380,WOODEN HAPPY BIRTHDAY GARLAND,2165,6307.51,1,2.95,1,4.616805170821791e-4
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1786,3088.99,25,42.25,2,0.013804527885146328
21382,SET/4 SPRING FLOWER DECORATION,1143,1376.53,8,6,1,0.0069504778453518675
21383,PACK OF 12 STICKY BUNNIES,991,751.28,2,1.3,1,0.002014098690835851
21385,IVORY HANGING DECORATION  HEART,3883,3442.45,2,1.7,1,5.148005148005148e-4
21386,IVORY HANGING DECORATION  EGG,709,285.64,0,0,0,0
21389,IVORY HANGING DECORATION  BIRD,1113,964.2299999999999,1,0.85,1,8.976660682226212e-4
21390,FILIGRIS HEART WITH BUTTERFLY,3900,4844.38,3,3.75,1,7.686395080707148e-4
21391,FRENCH LAVENDER SCENT HEART,1066,1049.29,3,6.300000000000001,1,0.002806361085126286
21392,RED POLKADOT PUDDING BOWL,34,46.39,0,0,0,0
21393,BLUE POLKADOT PUDDING BOWL,29,38.67,0,0,0,0
21394,RED POLKADOT BEAKER,3847,1596.75,22,8.58,4,0.005686223830447144
21395,BLUE POLKADOT BEAKER,2832,1136.72,10,3.9,3,0.003518648838845883
21397,BLUE POLKADOT EGG CUP,1075,550.43,0,0,0,0
21398,RED POLKADOT COFFEE  MUG,1532,729.6,0,0,0,0
21399,BLUE POLKADOT COFFEE MUG,1958,832.17,111,43.29,3,0.053649105848235866
21400,RED PUDDING SPOON,881,128.63,0,0,0,0
21401,BLUE PUDDING SPOON,1052,151.19,0,0,0,0
21402,RED  EGG  SPOON,1369,185.51999999999998,0,0,0,0
21403,BLUE EGG  SPOON,1857,322.18,0,0,0,0
21407,BROWN CHECK CAT DOORSTOP,289,1416.86,1,4.25,1,0.0034482758620689655
21408,SPOTTY PINK DUCK DOORSTOP,285,1282.81,2,8.5,1,0.006968641114982578
21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,8.47,0,0,0,0
21411,GINGHAM HEART  DOORSTOP RED,779,2936.33,6,25.5,1,0.007643312101910828
21413,PERIWINKLE T-LIGHT HOLDER,48,75.02,0,0,0,0
21414,SCALLOP SHELL SOAP DISH,1,2.1,0,0,0,0
21415,CLAM SHELL SMALL,219,446.02000000000004,0,0,0,0
21416,CLAM SHELL LARGE,5,18.75,0,0,0,0
21417,COCKLE SHELL DISH,340,629.8000000000001,1,2.1,1,0.002932551319648094
21418,STARFISH SOAP DISH,74,189.75,0,0,0,0
21420,OYSTER TRINKET BOX,53,120.41,0,0,0,0
21421,PORCELAIN ROSE LARGE,299,348.43,0,0,0,0
21422,PORCELAIN ROSE SMALL,1607,1295,4,3.4,2,0.002482929857231533
21424,WOODLAND STORAGE BOX LARGE,346,1401.02,5,14.75,5,0.014245014245014245
21425,SKULLS STORAGE BOX LARGE,87,320.49,0,0,0,0
21426,WOODLAND STORAGE BOX SMALL,256,624.58,4,8.4,3,0.015384615384615385
21427,SKULLS STORAGE BOX SMALL,95,254.34,3,6.300000000000001,3,0.030612244897959183
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1201,5138.13,35,136.25,6,0.02831715210355987
21429,RED GINGHAM ROSE JEWELLERY BOX,1740,3391.1499999999996,42,74.1,9,0.02356902356902357
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3006,11809.59,41,144.03,12,0.013455858221201182
21439,BASKET OF TOADSTOOLS,1022,1334.67,408,432.48,1,0.2853146853146853
21441,BLUE BIRDHOUSE DECORATION,421,292.03,0,0,0,0
21442,GREEN BIRDHOUSE DECORATION,437,307.94,0,0,0,0
21445,12 PINK ROSE PEG PLACE SETTINGS,210,262.5,4,5,1,0.018691588785046728
21446,12 RED ROSE PEG PLACE SETTINGS,449,630.92,0,0,0,0
21447,12 IVORY ROSE PEG PLACE SETTINGS,968,1476.85,1,1.25,1,0.0010319917440660474
21448,12 DAISY PEGS IN WOOD BOX,344,592.6199999999999,0,0,0,0
21452,TOADSTOOL MONEY BOX,810,2528.46,28,80.2,12,0.03341288782816229
21454,PAINTED PINK RABBIT,572,485.15999999999997,0,0,0,0
21455,PAINTED YELLOW WOODEN DAISY,612,516.79,13,11.049999999999999,1,0.0208
21456,2 PICTURE BOOK EGGS EASTER CHICKS,171,222.22,1,1.25,1,0.005813953488372093
21457,2 PICTURE BOOK EGGS EASTER DUCKS,124,165.89,0,0,0,0
21458,2 PICTURE BOOK EGGS EASTER BUNNY,182,256.54,0,0,0,0
21459,YELLOW EASTER EGG HUNT START POST,76,150.38,8,15.6,2,0.09523809523809523
21460,GREEN EASTER EGG HUNT START POST,28,56.779999999999994,0,0,0,0
21461,BLUE EASTER EGG HUNT START POST,9,21.91,2,3.9,2,0.18181818181818182
21462,"NURSERY A,B,C PAINTED LETTERS",198,932.4,0,0,0,0
21463,MIRRORED DISCO BALL,611,3240.9500000000003,42,216.9,8,0.06431852986217458
21464,DISCO BALL ROTATOR BATTERY OPERATED,241,1021.25,9,38.25,4,0.036
21465,PINK FLOWER CROCHET FOOD COVER,237,897.8,0,0,0,0
21466,RED FLOWER CROCHET FOOD COVER,304,1116.89,0,0,0,0
21467,CHERRY CROCHET FOOD COVER,264,1004.39,2,7.5,2,0.007518796992481203
21468,BUTTERFLY CROCHET FOOD COVER,148,572.23,0,0,0,0
21469,POLKA DOT RAFFIA FOOD COVER,290,1085.32,2,7.5,2,0.00684931506849315
21470,FLOWER VINE RAFFIA FOOD COVER,381,1470.32,5,18.75,2,0.012953367875647668
21471,STRAWBERRY RAFFIA FOOD COVER,639,2220.59,4,15,3,0.006220839813374806
21472,LADYBIRD + BEE RAFFIA FOOD COVER,123,476.41,0,0,0,0
21473,SWEETHEART CREAM STEEL TABLE RECT,27,618.66,0,0,0,0
21476,STEEL SWEETHEART ROUND TABLE CREAM,41,699.63,0,0,0,0
21479,WHITE SKULL HOT WATER BOTTLE,3915,20582.2,185,635.9300000000001,4,0.045121951219512194
21481,FAWN BLUE HOT WATER BOTTLE,3249,11283.970000000001,88,239.6,7,0.02637099190890021
21484,CHICK GREY HOT WATER BOTTLE,1835,8389.22,48,147.60000000000002,2,0.025491237387148168
21485,RETROSPOT HEART HOT WATER BOTTLE,3519,17639.23,20,99,8,0.005651313930488839
21486,PINK HEART DOTS HOT WATER BOTTLE,36,147.88,0,0,0,0
21488,RED WHITE SCARF  HOT WATER BOTTLE,69,566.1700000000001,0,0,0,0
21491,SET OF THREE VINTAGE GIFT WRAPS,1,1.95,0,0,0,0
21494,ROTATING LEAVES T-LIGHT HOLDER,1928,3571.33,2,2.5,1,0.0010362694300518134
21495,SKULLS AND CROSSBONES WRAP,5775,2345.5,25,10.5,1,0.004310344827586207
21497,FANCY FONTS BIRTHDAY WRAP,8550,3409,0,0,0,0
21498,RED RETROSPOT WRAP,10476,4290.92,50,21,2,0.004750142504275128
21499,BLUE POLKADOT WRAP,6702,2726.84,225,82.5,2,0.032481593763533996
21500,PINK POLKADOT WRAP,6350,2593,0,0,0,0
21503,TOYBOX  WRAP,725,288.5,1,0.42,1,0.0013774104683195593
21504,SKULLS GREETING CARD,1891,778.89,0,0,0,0
21506,"FANCY FONT BIRTHDAY CARD,",4910,2080.85,12,5.04,1,0.002438033319788704
21507,ELEPHANT BIRTHDAY CARD,1098,469.74,12,5.04,1,0.010810810810810811
21507,"ELEPHANT, BIRTHDAY CARD,",2198,940.42,12,5.04,1,0.005429864253393665
21508,VINTAGE KID DOLLY CARD,2466,1036.9,12,5.04,1,0.004842615012106538
21509,COWBOYS AND INDIANS BIRTHDAY CARD,3741,1572.28,0,0,0,0
21518,BANK ACCOUNT  GREETING  CARD,318,132.44,0,0,0,0
21519,GIN & TONIC DIET GREETING CARD,3263,1374.1,36,15.120000000000001,3,0.010912397696271597
21520,BOOZE & WOMEN GREETING CARD,504,214.19,2,0.84,1,0.003952569169960474
21523,DOORMAT FANCY FONT HOME SWEET HOME,3241,21561.94,5,40.05,3,0.0015403573629081946
21524,DOORMAT SPOTTY HOME SWEET HOME,1746,13523.16,6,48.9,3,0.003424657534246575
21527,RED RETROSPOT TRADITIONAL TEAPOT,474,3701.1400000000003,34,260.3,21,0.06692913385826772
21528,DAIRY MAID TRADITIONAL TEAPOT,213,1543.67,14,93.3,10,0.06167400881057269
21530,DAIRY MAID TOASTRACK,740,740.34,61,48.190000000000005,8,0.07615480649188515
21531,RED RETROSPOT SUGAR JAM BOWL,1514,3677.07,15,36.449999999999996,11,0.009810333551340745
21533,RETROSPOT LARGE MILK JUG,1336,6585.870000000001,32,147.9,11,0.023391812865497075
21534,DAIRY MAID LARGE MILK JUG,364,1849.48,13,64.35000000000001,8,0.034482758620689655
21535,RED RETROSPOT SMALL MILK JUG,2487,5986.01,32,80.69999999999999,16,0.012703453751488685
21537,RED RETROSPOT PUDDING BOWL,331,1383.71,55,208.75,7,0.14248704663212436
21538,DAIRY MAID  PUDDING BOWL,5,18.75,0,0,0,0
21539,RED RETROSPOT BUTTER DISH,966,4729.05,23,108.95,16,0.023255813953488372
21544,SKULLS  WATER TRANSFER TATTOOS,1972,1687.6799999999998,0,0,0,0
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,79,253.53000000000003,0,0,0,0
21555,CERAMIC STRAWBERRY TRINKET TRAY,137,350.46999999999997,0,0,0,0
21556,CERAMIC STRAWBERRY MONEY BOX,977,2515.52,1,2.55,1,0.0010224948875255625
21557,SET OF 6 FUNKY BEAKERS,551,1843.6100000000001,0,0,0,0
