stock_code,description,units_cancelled,cancelled_value,cancelled_orders
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,2,8.5,2
84609,TALL ROCOCO CANDLE HOLDER,2,17,1
84660A,WHITE STITCHED WALL CLOCK,2,4.54,2
84800S,SMALL WHITE/PINK ROSE ART FLOWER,2,2.5,1
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,2,4.2,1
84840,SWEETHEART CARRY-ALL BASKET,2,17,1
84857B,BLUE MONTE CARLO HANDBAG,2,3.9,1
84927D,LA PALMIERA TILE HOOK,2,4.2,1
84927E,FLOWERS TILE HOOK,2,4.2,1
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,8.5,2
85014B,RED RETROSPOT UMBRELLA,2,11.9,2
85064,CREAM SWEETHEART LETTER RACK,2,9.3,2
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,5.9,1
85088,CANDY SPOT HAND BAG,2,4.2,1
85114B,IVORY ENCHANTED FOREST PLACEMAT,2,3.3,1
85132A,CHARLIE + LOLA BISCUITS TINS,2,3.9,2
85160B,BLACK BIRD GARDEN DESIGN MUG,2,0.78,1
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,2,2.5,2
85211,S/4 GROOVY CAT MAGNETS,2,1.58,1
90024B,NEW BAROQUE B'FLY NECKLACE RED,2,17,1
90050,CRACKED GLAZE NECKLACE IVORY,2,13.9,1
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,2,19.9,1
90192,JADE DROP EARRINGS W FILIGREE,2,9.9,1
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,2,11.9,1
10135,COLOURING PENCILS BROWN TUBE,1,1.25,1
15044A,PINK PAPER PARASOL,1,2.95,1
15044B,BLUE PAPER PARASOL,1,2.95,1
15060B,FAIRY CAKE DESIGN UMBRELLA,1,3.75,1
16202E,BLACK PHOTO ALBUM,1,5.55,1
16235,RECYCLED PENCIL WITH RABBIT ERASER,1,0.21,1
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,0.42,1
20705,MRS ROBOT SOFT TOY,1,1.95,1
20707,CRAZY DAISY HEART DECORATION,1,1.25,1
20751,FUNKY WASHING UP GLOVES ASSORTED,1,2.1,1
20754,RETROSPOT RED WASHING UP GLOVES,1,2.1,1
20772,GARDEN PATH JOURNAL,1,2.55,1
20781,GOLD EAR MUFF HEADPHONES,1,5.49,1
20830,SILVER PHOTO FRAME,1,2.1,1
20832,RED FLOCK LOVE HEART PHOTO FRAME,1,0.85,1
20936,FORKED CACTUS CANDLE,1,2.95,1
20957,PORCELAIN HANGING BELL SMALL,1,1.45,1
21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,1.79,1
21163,DO NOT TOUCH MY STUFF DOOR HANGER,1,1.25,1
21201,TROPICAL  HONEYCOMB PAPER GARLAND,1,2.55,1
21248,DOOR HANGER  MUM + DADS ROOM,1,1.45,1
21316,SMALL CHUNKY GLASS ROMAN  BOWL,1,2.95,1
21317,GLASS SPHERE CANDLE STAND MEDIUM,1,4.95,1
21319,GLASS CHALICE GREEN  SMALL,1,1.65,1
21364,PEACE SMALL WOOD LETTERS,1,6.75,1
21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2.95,1
21389,IVORY HANGING DECORATION  BIRD,1,0.85,1
21407,BROWN CHECK CAT DOORSTOP,1,4.25,1
21417,COCKLE SHELL DISH,1,2.1,1
21447,12 IVORY ROSE PEG PLACE SETTINGS,1,1.25,1
21456,2 PICTURE BOOK EGGS EASTER CHICKS,1,1.25,1
21503,TOYBOX  WRAP,1,0.42,1
21556,CERAMIC STRAWBERRY MONEY BOX,1,2.55,1
21584,RETROSPOT SMALL TUBE MATCHES,1,1.65,1
21588,RETROSPOT GIANT TUBE MATCHES,1,2.55,1
21630,FLOOR CUSHION ELEPHANT CARNIVAL,1,8.95,1
21633,SUNFLOWER DECORATIVE PARASOL,1,12.75,1
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,2.1,1
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1,1.25,1
21686,MEDINA STAMPED METAL STOOL,1,39.95,1
21708,FOLDING UMBRELLA CREAM POLKADOT,1,4.95,1
21718,RED METAL BEACH SPADE,1,1.25,1
21722,SWEET PUDDING STICKER SHEET,1,0.85,1
21774,DECORATIVE CATS BATHROOM BOTTLE,1,1.25,1
21802,CHRISTMAS TREE HEART DECORATION,1,0.42,1
21883,STARS GIFT TAPE,1,0.19,1
21935,SUKI  SHOULDER BAG,1,1.65,1
21973,SET OF 36 MUSHROOM PAPER DOILIES,1,1.45,1
21982,PACK OF 12 SUKI TISSUES,1,0.39,1
22053,EMPIRE DESIGN ROSETTE,1,1.25,1
22119,PEACE WOODEN BLOCK LETTERS,1,6.95,1
22121,NOEL WOODEN BLOCK LETTERS,1,5.95,1
22131,FOOD CONTAINER SET 3 LOVE HEART,1,1.95,1
22136,LOVE HEART SOCK HANGER,1,1.45,1
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",1,12.75,1
22188,BLACK HEART CARD HOLDER,1,3.95,1
22195,LARGE HEART MEASURING SPOONS,1,1.65,1
22202,MILK PAN PINK POLKADOT,1,3.75,1
22268,EASTER DECORATION SITTING BUNNY,1,0.85,1
22272,FELTCRAFT DOLL MARIA,1,2.95,1
22279,POCKET BAG BLUE PAISLEY RED SPOT,1,1.25,1
22282,12 EGG HOUSE PAINTED WOOD,1,12.75,1
22296,HEART IVORY TRELLIS LARGE,1,1.65,1
22305,COFFEE MUG PINK PAISLEY DESIGN,1,2.55,1
22316,200 BENDY SKULL STRAWS,1,1.25,1
22321,BIRD DECORATION RED RETROSPOT,1,0.85,1
22350,ILLUSTRATED CAT BOWL,1,2.55,1
22354,RETROSPOT PADDED SEAT CUSHION,1,3.39,1
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1,4.25,1
22378,WALL TIDY RETROSPOT,1,2.1,1
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,0.39,1
22405,MONEY BOX POCKET MONEY DESIGN,1,1.06,1
22406,MONEY BOX KINGS CHOICE DESIGN,1,1.25,1
22409,MONEY BOX BISCUITS DESIGN,1,1.25,1
22450,SILK PURSE BABUSHKA BLUE,1,3.35,1
22452,MEASURING TAPE BABUSHKA PINK,1,2.95,1
22453,MEASURING TAPE BABUSHKA BLUE,1,2.95,1
22471,TV DINNER TRAY AIR HOSTESS,1,1.95,1
22477,WATERING CAN GARDEN MARKER,1,1.25,1
22483,RED GINGHAM TEDDY BEAR,1,2.95,1
22511,RETROSPOT BABUSHKA DOORSTOP,1,3.75,1
22540,MINI JIGSAW CIRCUS PARADE,1,0.42,1
22545,MINI JIGSAW BUNNIES,1,0.42,1
22546,MINI JIGSAW PURDEY,1,0.42,1
22560,TRADITIONAL MODELLING CLAY,1,1.06,1
22563,HAPPY STENCIL CRAFT,1,1.25,1
22584,PACK OF 6 PANNETONE GIFT BOXES,1,2.55,1
22594,CHRISTMAS GINGHAM TREE,1,0.85,1
22638,SET OF 4 NAPKIN CHARMS CROWNS,1,2.55,1
22671,FRENCH LAUNDRY SIGN BLUE METAL,1,1.45,1
22757,LARGE RED BABUSHKA NOTEBOOK,1,1.25,1
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",1,24.95,1
22789,T-LIGHT HOLDER SWEETHEART HANGING,1,1.95,1
22811,SET OF 6 T-LIGHTS CACTI,1,2.95,1
22824,3 TIER SWEETHEART GARDEN SHELF,1,35.95,1
22869,NUMBER TILE COTTAGE GARDEN 1,1,1.95,1
22877,NUMBER TILE COTTAGE GARDEN 9,1,1.95,1
22878,NUMBER TILE COTTAGE GARDEN No,1,2.1,1
22882,NUMBER TILE VINTAGE FONT 3,1,1.95,1
22883,NUMBER TILE VINTAGE FONT 4,1,1.95,1
22885,NUMBER TILE VINTAGE FONT 6,1,1.95,1
22906,12 MESSAGE CARDS WITH ENVELOPES,1,1.65,1
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,1,1.45,1
22954,HEN PARTY CORDON BARRIER TAPE,1,1.25,1
22975,SPACEBOY CHILDRENS EGG CUP,1,1.25,1
22977,DOLLY GIRL CHILDRENS EGG CUP,1,1.25,1
23005,TRAVEL CARD WALLET I LOVE LONDON,1,0.42,1
23017,APOTHECARY MEASURING JAR,1,12.5,1
23050,RECYCLED ACAPULCO MAT GREEN,1,8.25,1
23052,RECYCLED ACAPULCO MAT TURQUOISE,1,8.25,1
23053,RECYCLED ACAPULCO MAT PINK,1,8.25,1
23054,RECYCLED ACAPULCO MAT LAVENDER,1,8.25,1
23065,LARGE DECO JEWELLERY STAND,1,12.5,1
23066,SMALL DECO JEWELLERY STAND,1,8.25,1
23073,GEORGIAN TRINKET BOX,1,12.5,1
23100,SILVER BELLS TABLE DECORATION,1,1.25,1
23117,POPPY FIELDS CHOPPING BOARD,1,4.95,1
23129,HEART SHAPED HOLLY WREATH,1,4.15,1
23133,LARGE IVORY HEART WALL ORGANISER,1,8.25,1
23150,IVORY SWEETHEART SOAP DISH,1,2.49,1
23164,REGENCY CAKE SLICE,1,4.95,1
23180,MUM'S KITCHEN CLOCK,1,4.95,1
23185,FRENCH STYLE STORAGE JAR JAM,1,0.29,1
23188,VINTAGE  2 METRE FOLDING RULER,1,1.65,1
23189,SET OF 12 FORK CANDLES,1,2.89,1
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,1.25,1
23312,VINTAGE CHRISTMAS GIFT SACK,1,4.15,1
23316,RED REFECTORY CLOCK,1,9.95,1
23342,MINT DINER WALL CLOCK,1,8.5,1
23370,SET 36 COLOURING PENCILS DOILY,1,1.25,1
23375,50'S CHRISTMAS PAPER GIFT BAG,1,0.82,1
23390,DOLLY GIRL MINI BACKPACK,1,4.15,1
23398,HANGING HEART BONHEUR,1,0.85,1
23405,HOME SWEET HOME 2 DRAWER CABINET,1,4.95,1
23410,CURIO CABINET LINEN AND LACE,1,8.15,1
23411,TRELLIS COAT RACK,1,4.95,1
23419,HOME SWEET HOME BOTTLE,1,2.08,1
23424,GINGHAM RECIPE BOOK BOX,1,4.95,1
23444,Next Day Carriage,1,15,1
23452,HEART MINI PORTRAIT FRAME,1,1.95,1
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,1,8.25,1
23491,VINTAGE JINGLE BELLS HEART,1,8.25,1
23535,WALL ART BICYCLE SAFETY,1,5.95,1
23544,WALL ART MID CENTURY MODERN,1,8.25,1
23556,LANDMARK FRAME COVENT GARDEN,1,12.5,1
23567,EGG CUP HENRIETTA HEN PINK,1,1.25,1
23568,EGG CUP HENRIETTA HEN CREAM,1,1.25,1
23630,SET 10 CARDS HANGING BAUBLES 17080,1,2.99,1
35001W,HAND OPEN SHAPE DECO.WHITE,1,3.49,1
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1,0.65,1
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1,2.95,1
35921,EASTER BUNNY HANGING GARLAND,1,1.25,1
35923,CANDY HEART HANGING DECORATION,1,0.39,1
35961,FOLKART ZINC HEART CHRISTMAS DEC,1,0.85,1
37503,TEA TIME CAKE STAND IN GIFT BOX,1,10.75,1
46000M,POLYESTER FILLER PAD 45x45cm,1,1.55,1
47422,ASSORTED MONKEY SUCTION CUP HOOK,1,0.42,1
51020B,STRIPY DESIGN SHOWER CAP,1,0.29,1
62043B,BLUE CHECK BAG W HANDLE 34X20CM,1,0.83,1
72140E,BEST DAD CANDLE LETTERS,1,0.85,1
79030D,TUMBLER BAROQUE,1,0.39,1
79320,FLAMINGO LIGHTS,1,4.95,1
84006,MAGIC TREE -PAPER FLOWERS,1,0.85,1
84086B,YELLOW/BLUE RETRO RADIO,1,2.95,1
84228,HEN HOUSE W CHICK STANDING,1,0.42,1
84508A,CAMOUFLAGE DESIGN TEDDY,1,2.55,1
84510A,SET OF 4 ENGLISH ROSE COASTERS,1,1.25,1
84575A,PINK DOG CANNISTER,1,5.95,1
84595E,LARGE TORTILLA DESIGN RED BOWL,1,3.29,1
84600,NEW BAROQUE JEWELLERY BOX,1,7.95,1
84629,WHITE 3 FRAME BIRDS AND TREE,1,4.95,1
84632,DECORATIVE HANGING SHELVING UNIT,1,59.95,1
84659A,WHITE TRAVEL ALARM CLOCK,1,2.55,1
84685,BEACH HUT KEY CABINET,1,3.75,1
84750B,BLACK SMALL GLASS CAKE STAND,1,0.39,1
84751B,BLACK MEDIUM GLASS CAKE STAND,1,0.79,1
84813,SET OF 4 DIAMOND NAPKIN RINGS,1,3.95,1
84839,SWEETHEART KEY CABINET,1,5.55,1
84843,WHITE SOAP RACK WITH 2 BOTTLES,1,5.95,1
84849B,FAIRY SOAP SOAP HOLDER,1,1.69,1
84856S,SMALL TAHITI BEACH BAG,1,3.81,1
84857C,PINK MONTE CARLO HANDBAG,1,1.95,1
84870B,BLUE GEISHA GIRL,1,3.75,1
84881,BLUE WIRE SPIRAL CANDLE HOLDER,1,6.35,1
84884A,ANT WHITE WIRE HEART SPIRAL,1,3.95,1
84906,PINK BUTTERFLY CUSHION COVER,1,1.95,1
84927A,WAKE UP COCKEREL TILE HOOK,1,0.39,1
84968D,SET OF 16 VINTAGE RED CUTLERY,1,12.75,1
84971S,SMALL HEART FLOWERS HOOK,1,0.85,1
85023C,PINK LARGE JEWELED PHOTOFRAME,1,2.55,1
85024C,PINK SMALL JEWELLED PHOTOFRAME,1,1.65,1
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,1,1.65,1
85025C,PINK HEART SHAPE PHOTO FRAME,1,1.65,1
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,1.25,1
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,1.65,1
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,1.65,1
85065,CREAM SWEETHEART TRAYS,1,12.75,1
85068,CREAM SWEETHEART SHELF + HOOKS,1,7.95,1
85087,CANDY SPOT CUSHION COVER,1,2.95,1
85098B,BLUE FLYING SINGING CANARY,1,3.75,1
85126,LARGE ROUND CUTGLASS CANDLESTICK,1,6.75,1
85135B,BLUE DRAGONFLY HELICOPTER,1,7.95,1
85135C,RED DRAGONFLY HELICOPTER,1,7.95,1
85163B,BLACK BAROQUE WALL CLOCK,1,12.75,1
85169D,PINK LOVE BIRD CANDLE,1,1.25,1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,2.1,1
85176,SEWING SUSAN 21 NEEDLE SET,1,0.85,1
85177,BASKET OF FLOWERS SEWING KIT,1,0.85,1
85185B,PINK HORSE SOCK PUPPET KIT,1,2.95,1
85204,HANGING WOOD AND FELT FLOWER,1,0.12,1
85213,MINI  ZINC GARDEN DECORATIONS,1,0.85,1
90018A,SILVER M.O.P ORBIT DROP EARRINGS,1,4.25,1
90018C,SILVER BLACK ORBIT DROP EARRINGS,1,4.25,1
90062,CARNIVAL BRACELET,1,12.75,1
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,1,3.75,1
90076,MONTANA DIAMOND CLUSTER EARRINGS,1,2.55,1
90143,SILVER BRACELET W PASTEL FLOWER,1,7.5,1
90148,LONG SILVER NECKLACE PASTEL FLOWER,1,12.75,1
90162B,ANT SILVER LIME GREEN BOUDICCA RING,1,2.95,1
90176A,CLASSIC DIAMANTE NECKLACE JET,1,7.5,1
90176D,DIAMANTE NECKLACE PURPLE,1,7.5,1
90199C,5 STRAND GLASS NECKLACE CRYSTAL,1,6.35,1
90200B,BLACK SWEETHEART BRACELET,1,4.25,1
